hs10,hs6,품목명,상위설명,영문품목명
0207603290,020760,기타,"제0105호의 가금(家禽)류의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다) > 기니아새의 것 > 기타(신선한 것이나 냉장한 것으로 한정한다) > 설육(屑肉)",Other
0207604100,020760,절단육,"제0105호의 가금(家禽)류의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다) > 기니아새의 것 > 기타(냉동한 것으로 한정한다)",Cuts
0207604210,020760,간,"제0105호의 가금(家禽)류의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다) > 기니아새의 것 > 기타(냉동한 것으로 한정한다) > 설육(屑肉)",Liver
0207604290,020760,기타,"제0105호의 가금(家禽)류의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다) > 기니아새의 것 > 기타(냉동한 것으로 한정한다) > 설육(屑肉)",Other
0208100000,020810,토끼의 것,"그 밖의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다)",Of rabbits or hares
0208300000,020830,영장류의 것,"그 밖의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다)",Of primates
0208401000,020840,"고래 ∙ 돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티·듀공(바다소목의 포유동물)의 것","그 밖의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다) > 고래ㆍ돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티·듀공(바다소목의 포유동물), 물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것","Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)"
0208402000,020840,물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것,"그 밖의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다) > 고래ㆍ돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티·듀공(바다소목의 포유동물), 물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것","Of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
0208500000,020850,파충류의 것(뱀과 거북을 포함한다),"그 밖의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다)",Of reptiles (including snakes and turtles)
0208600000,020860,낙타와 그 밖의 낙타과[카멜리대(Camelidae)과]의 것,"그 밖의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다)",Of camels and other camelids (Camelidae)
0208901000,020890,사슴의 것,"그 밖의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다) > 기타",Of deer
0208909010,020890,해양동물의 것,"그 밖의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다) > 기타 > 기타",Of marine animals
0208909090,020890,기타,"그 밖의 육과 식용 설육(屑肉)(신선한 것, 냉장하거나 냉동한 것으로 한정한다) > 기타 > 기타",Other
0209100000,020910,돼지의 것,살코기가 없는 돼지 비계와 가금(家禽)의 비계(기름을 빼지 않은 것이나 그 밖의 방법으로 추출하지 않은 것으로서 신선한 것ㆍ냉장하거나 냉동한 것ㆍ염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다),Of pigs
0209900000,020990,기타,살코기가 없는 돼지 비계와 가금(家禽)의 비계(기름을 빼지 않은 것이나 그 밖의 방법으로 추출하지 않은 것으로서 신선한 것ㆍ냉장하거나 냉동한 것ㆍ염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다),Other
0210110000,021011,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다),"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 돼지고기","Hams, shoulders and cuts thereof, with bone in"
0210120000,021012,복부살(삼겹살)과 이를 절단한 것,"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 돼지고기",Bellies (streaky) and cuts thereof
0210190000,021019,기타,"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 돼지고기",Other
0210201000,021020,건조하거나 훈제한 것,"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 쇠고기",Dried or smoked
0210209000,021020,기타,"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 쇠고기",Other
0210910000,021091,영장류의 것,"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 기타[육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루를 포함한다]",Of primates
0210921000,021092,"고래 ∙ 돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티ㆍ듀공(바다소목의 포유동물)의 것","육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 기타[육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루를 포함한다] > 고래ㆍ돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티ㆍ듀공(바다소목의 포유동물), 물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것","Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)"
0210922000,021092,물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것,"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 기타[육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루를 포함한다] > 고래ㆍ돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티ㆍ듀공(바다소목의 포유동물), 물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것","Of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
0210930000,021093,파충류의 것(뱀과 거북을 포함한다),"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 기타[육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루를 포함한다]",Of reptiles (including snakes and turtles)
0210991010,021099,소의 것,"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 기타[육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루를 포함한다] > 기타 > 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루",Of bovine animals
0210991090,021099,기타,"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 기타[육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루를 포함한다] > 기타 > 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루",Other
0210999020,021099,가금(家禽)류의 것,"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 기타[육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루를 포함한다] > 기타 > 기타",Of poultry
0210999090,021099,기타,"육과 식용 설육(屑肉)(염장하거나 염수장한 것ㆍ건조하거나 훈제한 것으로 한정한다), 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루 > 기타[육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루를 포함한다] > 기타 > 기타",Other
0301111000,030111,비단잉어,활어 > 관상용 > 민물의 것,Fancy carp
0301119000,030111,기타,활어 > 관상용 > 민물의 것,Other
0301190000,030119,기타,활어 > 관상용,Other
0301910000,030191,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],활어 > 그 밖의 활어,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0301921000,030192,실뱀장어(한 마리당 0.3그램 이하인 것으로서 양식용으로 한정한다),활어 > 그 밖의 활어 > 뱀장어[앙귈라(Anguilla)속],"Glass eels(Not exceeding 0.3g per unit, for aquaculture)"
0301922000,030192,새끼뱀장어(한 마리당 0.3그램 초과 50그램 이하인 것으로서 양식용으로 한정한다),활어 > 그 밖의 활어 > 뱀장어[앙귈라(Anguilla)속],"Young eels(exceeding 0.3g and not exceeding 50g per unit, for aquaculture)"
0301929010,030192,실뱀장어(양식용은 제외한다),활어 > 그 밖의 활어 > 뱀장어[앙귈라(Anguilla)속] > 기타,"Glass eels, other than for aquaculture"
0301929090,030192,기타,활어 > 그 밖의 활어 > 뱀장어[앙귈라(Anguilla)속] > 기타,Other
0301931000,030193,붕어[카라시우스(Carassius)속],활어 > 그 밖의 활어 > 잉어[사이프리너스(Cyprinus)속·카라시우스(Carassius)속·크테노파린고돈 이델루스(Ctenopharyngodon idellus)·하이포프탈미크티스(Hypophthalmichthys)속·시리누스(Cirrhinus)속·마일로파린고돈 피세우스(Mylopharyngodon piceus)·카틀라 카틀라(Catla catla)·라베오(Labeo)속·오스테오킬루스 하셀티(Osteochilus hasselti)·렙토바르부스 호에베니(Leptobarbus hoeveni)·메갈로브라마(Megalobrama)속],Crusian carp (Carassius spp.)
0301939000,030193,기타,활어 > 그 밖의 활어 > 잉어[사이프리너스(Cyprinus)속·카라시우스(Carassius)속·크테노파린고돈 이델루스(Ctenopharyngodon idellus)·하이포프탈미크티스(Hypophthalmichthys)속·시리누스(Cirrhinus)속·마일로파린고돈 피세우스(Mylopharyngodon piceus)·카틀라 카틀라(Catla catla)·라베오(Labeo)속·오스테오킬루스 하셀티(Osteochilus hasselti)·렙토바르부스 호에베니(Leptobarbus hoeveni)·메갈로브라마(Megalobrama)속],Other
0301940000,030194,대서양 참다랑어와 태평양 참다랑어[터너스 티너스 (Thunnus thynnus)ㆍ터너스 오리엔탈리스(Thunnus orientalis)],활어 > 그 밖의 활어,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)"
0301950000,030195,남방 참다랑어[터너스 맥코이(Thunnus maccoyii)],활어 > 그 밖의 활어,Southern bluefin tunas (Thunnus maccoyii)
0301992000,030199,방어,활어 > 그 밖의 활어 > 기타,Yellow tail
0301994010,030199,치어(稚魚)(양식용으로 한정한다),활어 > 그 밖의 활어 > 기타 > 돔,Fry (for aquaculture)
0301994091,030199,참돔[파그루스 마조르(Pagrus major)],활어 > 그 밖의 활어 > 기타 > 돔 > 기타,Red seabream (Pagrus major)
0301994099,030199,기타,활어 > 그 밖의 활어 > 기타 > 돔 > 기타,Other
0301995000,030199,붕장어,활어 > 그 밖의 활어 > 기타,Conger eel
0301996000,030199,갯장어,활어 > 그 밖의 활어 > 기타,Sharp toothed eel
0301997000,030199,먹장어,활어 > 그 밖의 활어 > 기타,Hagfish
0301998000,030199,넙치류[플루로넥티대(Pleuronectidae)과ㆍ바디대(Bothidae)과ㆍ사이노글로시대(Cynoglossidae)과ㆍ솔레이대(Soleidae)과ㆍ스코프탈미대(Scophthalmidae)과ㆍ시타리대(Citharidae)과],활어 > 그 밖의 활어 > 기타,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)"
0301999010,030199,능성어,활어 > 그 밖의 활어 > 기타 > 기타,True bass
0301999020,030199,복어,활어 > 그 밖의 활어 > 기타 > 기타,Puffers
0301999040,030199,볼락(적어를 포함한다),활어 > 그 밖의 활어 > 기타 > 기타,Rock fish (including pacific ocean perch)
0301999051,030199,치어(稚魚)(양식용으로 한정한다),활어 > 그 밖의 활어 > 기타 > 기타 > 농어,Fry (for aquaculture)
0301999059,030199,기타,활어 > 그 밖의 활어 > 기타 > 기타 > 농어,Other
0301999060,030199,숭어,활어 > 그 밖의 활어 > 기타 > 기타,Mullets
0301999070,030199,미꾸라지,활어 > 그 밖의 활어 > 기타 > 기타,Loaches
0301999080,030199,메기,활어 > 그 밖의 활어 > 기타 > 기타,Cat fishes
0301999091,030199,노래미[헥사그라모스(Hexagrammos)속ㆍ아그라무스(Agrammus)속],활어 > 그 밖의 활어 > 기타 > 기타 > 기타,"Rock Trout (Hexagrammos spp., Agrammus spp.)"
0301999092,030199,붕어[카라시우스(Carassius)속은 제외한다],활어 > 그 밖의 활어 > 기타 > 기타 > 기타,Crusian carp (Other than Carassius spp.)
0301999095,030199,민어(Argyrosomus japonicus와 Sciaenops ocellatus은 제외한다),활어 > 그 밖의 활어 > 기타 > 기타 > 기타,Croakers (other than Argyrosomus japonicus and Sciaenops ocellatus)
0301999096,030199,남방먹조기,활어 > 그 밖의 활어 > 기타 > 기타 > 기타,Argyrosomus japonicus
0301999097,030199,점성어,활어 > 그 밖의 활어 > 기타 > 기타 > 기타,Sciaenops ocellatus
0301999099,030199,기타,활어 > 그 밖의 활어 > 기타 > 기타 > 기타,Other
0302110000,030211,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다] > 연어과. 다만, 제0302.91호부터 제0302.99호까지의 식용 어류 설육(屑肉)은 제외한다.","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
0302130000,030213,태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)],"신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다] > 연어과. 다만, 제0302.91호부터 제0302.99호까지의 식용 어류 설육(屑肉)은 제외한다.","Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)"
0302140000,030214,대서양 연어[살모 살라(Salmo salar)]와 다뉴브 연어[후코 후코(Hucho hucho)],"신선하거나 냉장한 어류[제0304호의 어류의 필레(fillet)와 그 밖의 어육은 제외한다] > 연어과. 다만, 제0302.91호부터 제0302.99호까지의 식용 어류 설육(屑肉)은 제외한다.",Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)
